,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.31509862974241865,0.24968044640696138,0.1,0.24657652514699396,0.576496774211112,0.6084811383324863,0.10378790661613946,0.6834871478584061,0.1,0.1,0.28039303083761463,0.1,0.1,0.1,0.2954064780054725,0.1,0.400086888592277,0.1,0.5255553272551604,0.1,0.3351609099188385,0.465658135627399,0.1,0.1,0.4001987586051312,0.1,0.1,0.1,0.7056182191581117,0.3171483721689716,0.1,0.21238169149853903,0.4758886597736154,0.5261715947936794,0.18551347749467945,0.6889478637540616,0.20764167372941106,0.5267578372858503,0.5182214538274357,0.10981113436545367,0.1,0.1,0.1,0.1,0.6152097922540247,0.7839451996384386,0.16062167945662797,0.7962160214541221,0.5008236057012447,0.15055314092365724,0.6039736252156929,0.4328924910325854,0.3988114487839244,0.5460775596609203,0.380593584241259,0.1,0.17798319359463471,0.1,0.3239986200074065,0.4145683760013581,0.36096257825063055,0.5939009700513069,0.5993424597955337,0.212903276117069,0.6576796860421347,0.5571387015516212,0.1,0.5977069155941837,0.7669045234364136,0.48623705011867285,0.3899334756163947,0.6558410869412986,0.1,0.4579364032907829,0.1,0.5259272948906984,0.5992238866865656,0.6614306270113762,0.603754911225475,0.2650264270831214,0.1,0.6540889857493878,0.6630700872073327,0.1,0.1,0.1,0.7495662276381061
2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.357517130148985,0.1,0.1,0.1,0.421286880471548,0.4062259889504788,0.1,0.30424873278295694,0.6138266086777799,0.7001117676879364,0.12414191011686132,0.7468043599181879,0.1,0.1,0.2963861226869642,0.1,0.1,0.1,0.30384492177899314,0.1,0.4390699742493647,0.1,0.578684046555235,0.1,0.3506329053990769,0.5218071494910558,0.1,0.1,0.4744922501014407,0.1,0.1,0.1,0.8162391340819846,0.5063208368085526,0.1,0.3118065049388739,0.5349617358249278,0.6915755590721564,0.29136913175943774,0.8235652060130669,0.3393982480693104,0.6138766035610452,0.7140104337294859,0.20960250221277932,0.21101181323377294,0.1,0.1,0.1,0.6910954049386104,0.8346049807987633,0.24479701820653244,0.862268717187328,0.6076218000112485,0.206556266021182,0.6949517435302235,0.38060662676282553,0.34368464964135736,0.4970531305260869,0.32763235354895426,0.1,0.13529387330032516,0.1,0.2687775408892799,0.3666525380403701,0.31335894596579605,0.5467296611071188,0.5517275204776448,0.1613158692701531,0.6095210549633202,0.5074322955386954,0.1,0.5481509410716809,0.7197703201215153,0.4374671688055635,0.3349449693433737,0.6086188113252751,0.1,0.4424023316666371,0.1,0.48826301563304,0.5521630732694756,0.6432967038435147,0.5551535305269073,0.21651723332456788,0.1,0.606284347020008,0.6159727758223763,0.1,0.1,0.1,0.7016113485359496
3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2879688540109194,0.1,0.1,0.1,0.41740952218218913,0.3587368771702336,0.1,0.2600730763222086,0.6198585549745335,0.6729610548828117,0.11422898193488881,0.7488101550235904,0.1,0.1,0.28001595080070874,0.1,0.1,0.1,0.27725859392045715,0.1,0.45584622812653874,0.1,0.5567341352641804,0.1,0.3585186036083783,0.5107309430413721,0.1,0.1,0.4610163651133622,0.1,0.1,0.1,0.8166270736760011,0.49608013561418696,0.1,0.3056070066889894,0.5356092069872087,0.6840555216853794,0.2814366635096077,0.8128051484312562,0.32338850966986465,0.6141966093790182,0.7009392877465458,0.19726292212931018,0.19418128073234728,0.1,0.1,0.1,0.6760258454968906,0.8309537453481236,0.22231325599901108,0.8571122967018486,0.5856533355630003,0.19181744963790928,0.6779164611924291,0.37124127247260985,0.32991147899316375,0.49254084482375815,0.3182457846971942,0.1,0.14259510852206275,0.1,0.2569174276426167,0.3662629666467645,0.3137651990413335,0.5471639750037107,0.550511310768544,0.15655560289490844,0.6048606617352414,0.5007340918606301,0.1,0.5405519467399458,0.7158425421507635,0.4346085371157531,0.3216980835073366,0.6079820542736707,0.1,0.46013666624433247,0.1,0.5023216853551028,0.55298535000159,0.6565407482918645,0.5505269117249378,0.21578457553266145,0.1,0.6032532542986782,0.6157433058758064,0.1,0.1,0.1,0.691757996066809
4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.21305831779660184,0.1,0.1,0.1,0.41133451510063324,0.30639491672137037,0.1,0.215650829418687,0.5843764908061881,0.6297521410611426,0.10257159125134016,0.7437198107495192,0.1,0.1,0.25604725362773406,0.1,0.1,0.1,0.24783551319332459,0.1,0.45951608386268106,0.1,0.5152640890578082,0.1,0.36108131290321943,0.4765269231512363,0.1,0.1,0.42991090776869506,0.1,0.1,0.1,0.8228616771512917,0.4841510311349625,0.1,0.30210151160194665,0.5393052759229768,0.6729586465673308,0.27224841625669194,0.8133049775328327,0.3095027943283458,0.6202653139848548,0.6877041301246328,0.18897602638300498,0.18301714044698647,0.1,0.1,0.1,0.6660998556266143,0.8345434450885509,0.21300061087950328,0.86081062874006,0.5729468723854801,0.1862135005551419,0.6676052944066394,0.35172172777996824,0.3089378570856758,0.47401543227174714,0.3001297674673862,0.1,0.14057802321615337,0.1,0.2396247095259022,0.3537877648961897,0.3028191575056862,0.5332324441124608,0.5330368881258563,0.1471394609644064,0.5838758664995337,0.48032804206031454,0.1,0.5185892471848463,0.69354223493504,0.41849983589161355,0.3013005338628068,0.5897448066949701,0.1,0.45734809817848887,0.1,0.5057069045930728,0.5405440227459106,0.6578195960884368,0.5307067468096094,0.20591731692768916,0.1,0.5834756955679845,0.5986533825247533,0.1,0.1,0.1,0.6645414523951975
5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.17491734470846038,0.1,0.1,0.1,0.4240092867198415,0.2830397791758719,0.1,0.19813697733938518,0.5543028097037368,0.5895165998989131,0.11214636113628312,0.7470357842891556,0.1,0.1,0.2632785964529718,0.1,0.1,0.1,0.24524707872430196,0.1,0.4761291928224231,0.1,0.48843628190583976,0.1,0.38179357862379115,0.46418852248130155,0.1,0.1,0.4116398459359488,0.1,0.1,0.1,0.8343218492675538,0.4717270087615462,0.1,0.3042020757821265,0.5445199867401045,0.6614797256808926,0.26920787974917226,0.8289044231760665,0.29975522978660674,0.6323776057365458,0.6742147847595716,0.18715212644740065,0.17999038556913413,0.1,0.1,0.1,0.6842591565350012,0.8459401589345911,0.21218153314376087,0.8732829993179361,0.5636143199455168,0.18719625535609175,0.6575077485212879,0.3446635312401911,0.303933514836803,0.4645504046901932,0.2955145247040196,0.1,0.1501494109429703,0.1,0.23907597892924354,0.35196580269227074,0.30273662494729525,0.5429145291286528,0.5239127620040306,0.15361121167265657,0.568809811549518,0.469346403036681,0.1,0.5054805863902684,0.671311870967642,0.41205449477416467,0.29674203939789723,0.5844195226144846,0.1,0.4509609827342065,0.1,0.5161191022771676,0.5551029122462023,0.6653243101097293,0.5186036764554303,0.2080526863134971,0.1,0.569220605327158,0.6048032724377179,0.1,0.1,0.1,0.6417129898583948
6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.23072218102280445,0.1,0.1,0.1,0.47537112021875033,0.33990748746292154,0.1,0.23890552181640284,0.6391063861005569,0.628774211033205,0.16416262774811716,0.8030032989594408,0.1,0.1,0.30134291065622354,0.1,0.1,0.1,0.3076192135039564,0.1,0.5177854457858672,0.1,0.5386430296392988,0.1,0.42010802390360336,0.5048049966402981,0.1,0.1,0.4481908697678135,0.1,0.1,0.1,0.8643154765777515,0.46779184608829427,0.10945122088072379,0.32706834995845196,0.5400401823586615,0.6582722657484368,0.2747533235448849,0.8617225488542777,0.29976044515128797,0.6449887469619002,0.6691877861207998,0.1958728283141906,0.19096563019124443,0.1,0.1,0.11326999822656263,0.7219723114287752,0.8691095937479854,0.22606259587790545,0.9012173489026837,0.5672259223233669,0.1995232737748011,0.6615859836478856,0.38138406748447096,0.34908442589638894,0.5000226982179496,0.33312786639234415,0.1,0.18631222957571386,0.1,0.284649305120802,0.3906921433711261,0.3380086769487077,0.6024902061777111,0.589074831939877,0.19824586998140728,0.6088046039290189,0.5063566669284963,0.1,0.5448575586497737,0.7128608975421763,0.4445229865365038,0.341209171755138,0.6556005177433281,0.1,0.44285398637309764,0.1,0.5530368409545291,0.6122035553282811,0.7074907159632917,0.5565241096065598,0.240530931276074,0.1,0.612797638819378,0.6710812997744274,0.1,0.1,0.1,0.6919475915260888
7,0.1,0.1,0.1,0.1,0.1,0.2616611138831644,0.1,0.1,0.1,0.3216846971697871,0.1,0.1,0.1,0.4811618332281339,0.43518295171137494,0.1,0.31450172419413125,0.7000255375786415,0.7191751607447641,0.22433308963461998,0.8323825108305515,0.1,0.1298899872081759,0.30881922832347564,0.1,0.14850447632373065,0.1,0.33821487867952005,0.1,0.5053716474437903,0.1,0.5624741261982857,0.1,0.4079672363680701,0.5120724051565205,0.1,0.1,0.45248309793788044,0.1,0.1,0.1,0.8760658213485276,0.46968753962115084,0.135073500693283,0.3279701728572126,0.5003385159746171,0.701100668982601,0.29879139486844897,0.8979159959851812,0.30533051159472535,0.6268594488298623,0.677957293999617,0.21813549112885863,0.21274878058371144,0.1193481787285173,0.1,0.12300647607026864,0.7404910963905058,0.877391046761442,0.24320139643915348,0.924061557536426,0.5704999572789633,0.21913051697651448,0.7010493428431921,0.37591066870783296,0.34795364726585576,0.5125389835001088,0.33068637331315853,0.1,0.21038634796770778,0.1,0.2884303045480396,0.3997106880469275,0.34952703938225504,0.6030453081785432,0.5989080477734803,0.20988226735874202,0.6304923758006933,0.5063807774859214,0.1,0.5410589071432974,0.7479130004559824,0.46104593761059565,0.3403877325244049,0.6674045293768472,0.1,0.39819348913055663,0.1,0.5362321108705412,0.6113242079269664,0.701095282454406,0.5735688870680646,0.2529130492935998,0.1,0.6421439846869867,0.6802984952000183,0.1,0.1,0.1,0.6914730537605163
8,0.1,0.1,0.1,0.1,0.14638646108498984,0.30889636398734416,0.25009945967987185,0.1,0.1,0.4075680681199214,0.2095166480717557,0.1,0.1,0.39181013869305414,0.46279003496758386,0.1,0.3281270720132806,0.6578853453015651,0.7328263567713192,0.23736927066539482,0.733876864117375,0.1,0.14364045195480218,0.32767175491671674,0.1,0.25951745458959496,0.1,0.37788156935639294,0.16282334003380497,0.410349783666469,0.1,0.5896634052013053,0.21187727651886956,0.33598540417591377,0.5179481869402764,0.1,0.1,0.46633634587758904,0.1,0.1,0.1,0.775683872635661,0.47250504374240093,0.17533223139570253,0.2794861838530338,0.3916913450724936,0.6672759989722741,0.2727924719275735,0.8340410135450307,0.32361181044484094,0.5181172527860364,0.6969945649066731,0.22928358262989226,0.25348374940793783,0.17138624780242992,0.1,0.11030040917092178,0.6613503476890361,0.7699938804678947,0.27732044674010625,0.8382616320887835,0.5762261246998744,0.22881786391763376,0.6699480693731271,0.3840148849313467,0.3658841935361554,0.4785383908708696,0.3447391802322368,0.10740722748898016,0.1990346848957008,0.1,0.31370991097502465,0.35381115174247835,0.31191764028383007,0.5220291506322857,0.5294782589399754,0.24430870717896622,0.5979798157560021,0.49241529787319915,0.1,0.5350948724669063,0.7279471687332884,0.41901942883011806,0.3586482391705465,0.5919609036674718,0.1,0.3026633377658079,0.11475712879553007,0.44556121695551176,0.5274434311173637,0.596851285501794,0.5383260366317069,0.2555599471234673,0.1,0.5924114140777316,0.5998149564691141,0.1,0.1,0.1,0.7078366428144692
9,0.1,0.1207719708668098,0.28254441858046575,0.3026759077268435,0.17210477580869693,0.189508821226617,0.3003932332921712,0.152354536395928,0.1,0.30916678078878895,0.23863714376383205,0.1,0.1,0.21361111488846574,0.31527100794803775,0.1,0.23638856302285988,0.4066955138215189,0.4850145660676252,0.16617877611071086,0.41906617065086466,0.1,0.1,0.24449899682829535,0.1,0.258922303391442,0.1,0.27984233239279027,0.19551816663965293,0.23247844057324435,0.1,0.4105428844602141,0.23703329549909236,0.19966674438799098,0.35604289960839747,0.1,0.1,0.3259287431890368,0.1,0.1,0.1,0.4544497903420179,0.3467554380540166,0.14122764821717831,0.17051275242198144,0.21302434605760068,0.42489033620713124,0.17507964741077503,0.5037051657242987,0.23688961839763423,0.29265117555905257,0.49365778270264704,0.16346764133683844,0.22095376786891774,0.1581471300591895,0.1,0.1,0.39781538075233536,0.4438831209828206,0.24070634597215723,0.4948157787453448,0.4132480388503481,0.16442243173342025,0.43096632760683773,0.27789086197383783,0.2907756467480627,0.30956121264709247,0.2573524629560106,0.14048972433159185,0.13454127557863665,0.1,0.25750897734561135,0.2222027290632313,0.19848417132037005,0.3121692118303013,0.32299964586420743,0.20342250578423787,0.3861555004850197,0.3292410945150192,0.1,0.3612050329820303,0.4732275762840145,0.26684292226412526,0.2843714877373489,0.35833414842870825,0.1,0.16485209572427334,0.14628946856780872,0.2591388986328904,0.3140127890671147,0.34543314649076073,0.3471078192737005,0.1797187363775149,0.1,0.37295790340381846,0.3603241302736637,0.1,0.1,0.1007192850903052,0.4975729345410991
10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
